CustomerID,Age,Tenure_Months,Monthly_Charges,Contract_Type,Tech_Support,Churn
583,40,68,34.30011226657264,One year,Yes,0
584,34,34,57.45482433795813,Two year,No,0
585,43,52,99.7732263348214,Month-to-month,No,1
586,25,52,56.739072869707044,Month-to-month,Yes,1
587,46,29,28.701721830278874,Two year,No,0
588,43,38,75.6784910928188,Two year,No,0
589,27,42,104.51208514960348,Month-to-month,No,0
590,43,21,99.59263871435024,One year,No,0
591,51,42,37.51231401303532,Month-to-month,No,0
592,68,13,87.27646144124667,Month-to-month,No,1
593,58,64,42.05042634356471,Two year,No,0
594,24,17,41.82075345521722,Two year,Yes,0
595,21,9,107.40717733051852,One year,No,0
596,67,41,44.96689527402302,Month-to-month,No,0
597,62,1,46.32473465180112,Two year,No,0
598,28,2,20.065339076129955,Month-to-month,No,1
599,46,60,107.06690341255177,Month-to-month,No,0
600,53,48,99.25948132091347,One year,No,0
601,42,29,82.7328935090678,Month-to-month,No,1
602,38,10,95.02657639388423,One year,No,1
603,53,58,35.20485674244918,One year,No,0
604,27,60,65.83235945875754,Month-to-month,No,0
605,54,21,55.121938734878086,Month-to-month,No,1
606,26,28,29.37765262570165,Month-to-month,No,0
607,41,34,68.6130485214924,Month-to-month,Yes,0
608,52,8,112.07396503426354,One year,No,0
609,66,59,24.005911905069446,Two year,No,0
610,52,49,49.14609134937939,Month-to-month,Yes,0
611,65,17,40.754093620570345,Month-to-month,Yes,0
612,53,60,43.81466536656963,One year,No,0
613,35,45,110.84345518793752,Two year,No,0
614,66,69,66.80690542342901,Month-to-month,No,0
615,56,32,66.62994129398189,Month-to-month,Yes,0
616,49,44,96.05756424552823,One year,Yes,0
617,41,65,35.44922040049258,Month-to-month,No,1
618,40,8,68.72653541000508,Month-to-month,No,0
619,49,43,62.99852141210597,One year,Yes,0
620,54,1,79.6910690546656,One year,No,0
621,29,51,119.95577032504386,One year,No,0
622,66,24,96.9448894082047,One year,Yes,0
623,30,24,59.78657030174272,One year,Yes,0
624,40,17,102.75530522740469,Month-to-month,Yes,0
625,42,5,37.07083633124802,Month-to-month,No,1
626,52,20,23.046368630896012,Month-to-month,No,0
627,58,21,40.444837246427305,Month-to-month,No,0
628,47,58,54.041155611425964,One year,No,0
629,34,31,71.05807574595599,Two year,No,0
630,66,11,81.51291405411999,Two year,No,0
631,37,52,111.06057172144217,One year,No,1
632,65,15,70.98540095504578,Month-to-month,Yes,0
633,42,7,70.12756446257293,Month-to-month,No,1
634,39,28,25.024300982298215,Two year,No,0
635,30,51,23.491155265622382,One year,No,0
636,36,58,75.11599619163721,One year,No,0
637,66,5,63.81786132483445,One year,Yes,0
638,53,5,103.91803949802986,One year,No,1
639,29,8,36.06795847118452,Two year,No,0
640,58,64,22.49716621170496,Month-to-month,No,1
641,36,10,64.90387679301259,One year,No,1
642,29,38,43.74785567522575,Two year,No,0
643,26,8,24.961437333883744,Month-to-month,No,1
644,24,25,92.4598286847629,One year,No,0
645,45,66,31.159299995724748,Month-to-month,No,0
646,31,50,80.83195000077717,Two year,No,0
647,48,67,48.10497501668891,Month-to-month,No,0
648,69,49,37.3496050355022,One year,No,0
649,36,36,57.97515229193175,Month-to-month,No,0
650,64,68,100.14457762229537,One year,Yes,0
651,33,41,59.20935769045727,Month-to-month,Yes,0
652,22,62,95.07696492110557,Month-to-month,No,1
653,52,10,32.54862967991507,Month-to-month,No,1
654,29,21,97.27714196650791,Two year,No,0
655,42,36,43.693332490664865,Month-to-month,No,1
656,69,12,87.73931298888728,Month-to-month,Yes,0
657,38,2,76.57815548409963,One year,No,0
658,53,13,112.91447172116874,One year,No,0
659,40,53,58.732251797531404,Two year,No,0
660,33,32,26.616518883444044,Month-to-month,No,0
661,56,16,21.91554855512529,One year,No,0
662,62,32,102.6858560972753,Month-to-month,Yes,1
663,59,32,72.47356376614322,Month-to-month,No,0
664,56,11,97.52440518349492,One year,Yes,0
665,31,10,43.44256000115147,One year,No,1
666,48,15,54.50837455132337,One year,No,0
667,22,17,23.010387221131893,Month-to-month,No,0
668,52,40,116.14923245741122,Month-to-month,No,1
669,40,18,86.78679067008134,Month-to-month,No,0
670,46,55,113.32050877593062,Two year,No,0
671,60,25,46.54964074290723,Month-to-month,Yes,1
672,28,59,81.14636112256608,Month-to-month,No,0
673,35,22,87.84999682926379,Month-to-month,No,1
674,64,30,51.754970025758844,One year,No,0
675,29,44,104.81092350156301,Month-to-month,No,0
676,26,32,114.71614629002478,Two year,Yes,0
677,27,51,108.48551176960044,Month-to-month,Yes,0
678,61,46,93.90669759393725,Two year,No,0
679,34,21,47.7464679724954,Month-to-month,No,0
680,55,32,48.16160421056317,One year,No,0
681,24,39,116.3360320446038,Two year,No,0
682,63,12,21.028449593569203,Month-to-month,Yes,0
683,30,47,91.60499732421445,Two year,No,1
684,57,18,90.62461625552622,Month-to-month,Yes,0
685,59,21,82.26895409497975,Two year,No,0
686,26,13,119.01088460868658,One year,Yes,0
687,67,21,51.18794357637252,Month-to-month,No,0
688,44,8,53.997186379324816,Month-to-month,Yes,0
689,19,46,27.893940294655554,Month-to-month,No,0
690,22,7,64.27981365437375,Month-to-month,No,1
691,46,23,46.10485262348481,Month-to-month,No,1
692,54,22,54.338670217764424,Month-to-month,No,1
693,55,22,103.45717902556277,Month-to-month,No,1
694,36,29,113.54845135274957,One year,Yes,0
695,25,13,38.57330720051856,Month-to-month,No,1
696,65,2,57.25089315534659,Month-to-month,No,1
697,62,29,112.8630562115394,One year,Yes,1
698,18,52,26.180846068922264,Month-to-month,Yes,1
699,39,27,29.236052811137853,Month-to-month,No,0
700,69,50,36.279098920622936,Month-to-month,No,0
701,34,23,79.52128341268747,Two year,No,0
702,24,44,35.04722710059975,Two year,No,0
703,42,22,116.80763814507335,Month-to-month,Yes,1
704,62,43,64.67145272585203,One year,Yes,0
705,21,37,70.15179603501664,One year,No,0
706,53,61,44.66586158054065,One year,Yes,0
707,23,56,67.09602524347335,One year,No,0
708,48,3,86.19136326370115,One year,No,0
709,36,63,95.11771369540428,Month-to-month,Yes,0
710,61,19,95.3868082709913,Month-to-month,No,1
711,56,23,77.78911126940883,Month-to-month,Yes,0
712,44,29,110.43597749938573,Two year,No,0
713,27,30,101.74078473061094,One year,Yes,0
714,43,39,95.70481146986255,Two year,No,1
715,36,25,25.560552168046062,Two year,No,0
716,56,8,20.68779622196493,Month-to-month,No,1
717,20,58,41.2447277195473,One year,No,0
718,62,16,86.35235939134523,One year,Yes,0
719,30,1,61.119748888254584,Two year,No,0
720,67,5,60.24062592993117,Two year,No,0
721,45,3,108.45868882296138,One year,No,0
722,37,65,109.55628481318388,Month-to-month,Yes,0
723,45,4,110.91752640535857,One year,No,1
724,25,64,51.387807651502726,Month-to-month,Yes,0
725,58,10,89.10558127392618,One year,No,0
726,56,21,47.163318127436966,Two year,Yes,0
727,18,46,39.06098330744498,Month-to-month,No,0
728,20,27,38.46324573473692,One year,Yes,0
729,30,66,54.2107620863594,Month-to-month,No,1
730,45,41,62.99576197798217,Month-to-month,No,0
731,66,13,103.09491710550684,Month-to-month,Yes,0
732,42,9,31.98910934727121,One year,No,1
733,50,36,93.49258473948942,Two year,Yes,0
734,55,58,73.14549141893053,Two year,No,1
735,23,54,48.794534267599246,Month-to-month,No,1
736,61,12,69.28195845328246,Two year,No,0
737,62,14,49.99420697770226,One year,No,0
738,49,34,79.6081955238306,Month-to-month,Yes,0
739,62,53,63.38439228552442,Month-to-month,No,1
740,64,20,36.44055290788788,Month-to-month,Yes,1
741,38,16,31.65830745556967,Two year,No,0
742,33,70,74.66956820721302,One year,No,0
743,38,56,110.24130332861034,One year,No,0
744,28,58,54.395768655768556,Month-to-month,Yes,0
745,54,4,93.30001072226231,One year,No,1
746,53,4,85.8661354939767,Month-to-month,No,1
747,52,20,113.1554914309481,Month-to-month,Yes,0
748,36,10,102.09810172991409,One year,No,1
749,37,24,76.6605258905463,Month-to-month,No,1
750,35,26,85.70304982341074,Two year,No,0
751,64,37,109.83864665840349,Month-to-month,No,0
752,58,54,59.95187845869348,One year,No,0
753,66,21,52.679470585777736,Month-to-month,Yes,0
754,31,38,21.081108363519633,One year,No,0
755,32,46,102.65510741914642,Month-to-month,Yes,1
756,48,4,100.0980700403365,Month-to-month,No,1
757,18,60,30.445451810015136,Two year,No,0
758,20,57,77.68573811327002,Month-to-month,No,0
759,33,45,66.39816981668874,Two year,No,0
760,40,20,31.870909550911147,Two year,Yes,0
761,28,17,118.05682270607235,Month-to-month,No,1
762,29,71,41.469588746335546,Month-to-month,No,0
763,27,4,26.723418009056115,One year,Yes,0
764,49,14,79.48473795019096,Two year,No,0
765,33,3,93.88666771330327,Two year,No,1
766,25,58,23.244344604718698,One year,No,0
767,55,55,85.87176387270222,One year,Yes,0
768,29,4,73.22918759514545,Month-to-month,No,0
769,41,24,30.326500887504842,Two year,Yes,0
770,45,34,37.252387694636205,Two year,Yes,0
771,25,30,76.79742973160805,Month-to-month,Yes,1
772,45,19,49.63576135132884,Month-to-month,Yes,0
773,53,31,113.8315728651316,Month-to-month,Yes,0
774,43,60,101.87402294840508,Month-to-month,No,1
775,25,60,118.3567206513663,Two year,No,0
776,67,19,45.9670838950414,Month-to-month,Yes,0
777,45,49,116.9723632797977,Month-to-month,Yes,1
778,45,63,63.12338697915579,Month-to-month,No,1
779,54,22,54.751879531375465,Two year,No,0
780,58,24,25.034952696935324,One year,Yes,0
781,53,30,25.27652578596026,Month-to-month,Yes,0
782,44,58,89.20112559466547,Month-to-month,Yes,0
783,34,31,65.79289944340279,Two year,Yes,0
784,26,64,42.65216260361057,Two year,Yes,0
785,50,19,81.39703063252327,Month-to-month,No,0
786,37,48,45.285811825011116,Month-to-month,Yes,1
787,30,45,77.76317543444226,Month-to-month,No,1
788,45,55,55.92087469826903,Month-to-month,Yes,0
789,65,55,102.3552226611819,One year,No,0
790,46,18,102.06961607667793,Two year,No,0
791,30,63,67.73503981224013,Month-to-month,No,0
792,63,47,55.08191093350156,Two year,No,0
793,52,57,56.25597965590946,Month-to-month,No,1
794,23,45,100.57145256682179,One year,No,0
795,35,33,52.8179482797612,One year,No,0
796,68,17,40.9059373706846,Month-to-month,No,0
797,22,70,28.468834187530682,Month-to-month,No,1
798,64,4,66.66931208844085,One year,No,0
799,42,20,68.21320989198418,Month-to-month,No,0
800,19,47,104.09087104029072,Month-to-month,No,0
801,27,15,42.1238696446064,One year,Yes,0
802,47,70,58.099127366839994,Two year,Yes,0
803,67,47,100.8405738893691,Month-to-month,No,0
804,62,9,102.36236107489735,Two year,Yes,0
805,22,16,58.46110759787682,Month-to-month,No,1
806,50,69,65.9124023286681,One year,Yes,0
807,18,61,50.328589084928296,One year,No,0
808,35,10,113.2554878419312,Two year,No,0
809,49,50,31.86437657415803,Month-to-month,No,0
810,64,3,113.374942300147,One year,No,0
811,66,70,88.38664518353433,One year,No,1
812,28,51,73.15721526867313,Month-to-month,No,1
813,38,19,23.26590607844959,Month-to-month,No,1
814,43,42,67.55961918220083,Month-to-month,Yes,0
815,42,35,60.774810500273226,Month-to-month,No,1
816,39,46,36.12188119751225,Two year,No,0
817,44,26,85.6409603500657,Month-to-month,No,1
818,66,69,117.11509073682858,Month-to-month,No,0
819,30,64,76.21888110645251,One year,No,0
820,50,37,91.47532764439458,Month-to-month,Yes,0
821,51,49,26.84504525660168,One year,Yes,0
822,58,21,61.76669958169947,Month-to-month,No,1
823,52,64,31.635848516449588,Two year,No,1
824,18,5,81.27958355365104,Two year,No,1
825,38,70,113.84821582141547,Two year,Yes,0
826,65,4,86.17777324716386,Month-to-month,No,1
827,23,39,27.680304831442154,One year,No,0
828,45,35,55.466620498508284,Month-to-month,No,0
829,34,1,75.06633794408515,Month-to-month,Yes,1
830,22,24,60.320775613325225,Month-to-month,Yes,0
831,48,57,103.36440104751723,One year,Yes,0
832,22,70,101.46710047099891,Month-to-month,Yes,1
833,55,41,81.18310201032214,One year,Yes,0
834,20,54,57.345794513270526,Month-to-month,Yes,1
835,40,46,45.533637376324414,Month-to-month,No,1
836,54,60,30.587431821312933,One year,No,0
837,54,60,55.4897683486554,Month-to-month,No,0
838,27,57,61.31725172077195,One year,Yes,0
839,27,31,87.58229251040736,Month-to-month,No,1
840,36,24,85.81598242975734,Two year,No,1
841,34,36,27.010813964125695,One year,Yes,0
842,38,30,59.525931543115775,Month-to-month,No,0
843,31,24,38.17788672173619,Month-to-month,Yes,0
844,26,30,35.68127053168057,One year,No,0
845,63,7,102.73021497372459,Two year,No,1
846,18,35,24.191521671625754,Month-to-month,No,0
847,68,55,61.91828759021213,Month-to-month,No,0
848,62,14,36.820365576651824,Two year,No,0
849,30,10,107.9330215678474,One year,No,1
850,21,16,75.70405132750352,Month-to-month,No,1
851,18,54,43.1380636376848,Month-to-month,Yes,0
852,66,70,70.24272871663764,Month-to-month,Yes,0
853,57,44,93.14863597031159,One year,No,0
854,49,45,115.81180089194338,Month-to-month,No,1
855,51,56,42.0446004245419,Two year,No,0
856,45,57,108.61817721293451,Month-to-month,Yes,0
857,48,21,113.43041141674902,Month-to-month,No,0
858,25,68,111.64205445320663,One year,Yes,0
859,56,50,83.541435686191,Two year,No,1
860,43,33,82.98206544347076,Two year,No,0
861,51,7,60.32106331838228,Month-to-month,No,1
862,20,70,95.23978823037879,One year,Yes,0
863,67,15,73.12940183509319,One year,No,0
864,29,32,87.74380712282945,Month-to-month,No,0
865,18,20,62.84579038487954,Month-to-month,No,1
866,61,15,93.14964640431391,Month-to-month,No,0
867,22,48,102.4471517604549,Month-to-month,No,1
868,47,71,34.643625660281614,Two year,No,0
869,47,21,103.2929715574228,Month-to-month,No,0
870,34,42,74.02965317903073,Two year,Yes,0
871,65,26,104.46659090902243,One year,No,0
872,64,14,63.13017063410146,One year,No,0
873,40,57,57.904048538303506,One year,Yes,0
874,32,37,111.50607325172224,Month-to-month,Yes,0
875,54,58,45.11692675484013,Month-to-month,No,0
876,38,21,104.42123252861431,Month-to-month,Yes,1
877,31,69,68.4020572509404,One year,No,0
878,19,3,71.40954425512598,Month-to-month,Yes,1
879,28,37,50.846828148948404,One year,No,0
880,68,49,77.30422006190156,Month-to-month,No,0
881,56,19,52.52111962762113,Month-to-month,No,0
882,55,12,23.926941424165232,Month-to-month,No,0
883,51,61,47.1998605344356,Two year,No,0
884,55,41,20.63790434065907,One year,No,0
885,67,33,117.83547870568566,Month-to-month,Yes,1
886,51,50,116.57472098197475,One year,Yes,0
887,35,68,59.5155297472305,Month-to-month,Yes,1
888,47,71,92.8370854339646,Two year,No,0
889,32,33,54.580609841042495,One year,Yes,0
890,44,24,87.1093157085976,Month-to-month,Yes,0
891,68,61,100.54300430459791,One year,No,0
892,51,61,114.67562446922408,Month-to-month,No,1
893,69,28,60.0212275849672,Two year,No,0
894,55,58,98.32979829560477,Month-to-month,Yes,1
895,50,43,46.59284506321188,One year,Yes,0
896,41,41,119.03323037936484,Month-to-month,No,1
897,32,39,22.576959876435115,One year,Yes,0
898,47,49,80.3528806501121,One year,No,0
899,59,17,85.95059816513272,One year,No,1
900,68,70,88.80455570741289,One year,No,1
901,34,70,32.0387578789089,Two year,Yes,0
902,22,65,113.85297834731304,Month-to-month,No,0
903,46,5,38.11832790500828,Month-to-month,No,1
904,21,2,82.27534032398411,Month-to-month,No,1
905,27,22,42.26760791230849,Two year,No,0
906,34,57,50.72164170212709,Month-to-month,Yes,0
907,27,66,74.64585417281243,One year,Yes,0
908,34,16,61.719341856457646,One year,No,0
909,37,51,36.022560097650626,Month-to-month,No,1
910,41,39,37.09364024208483,Month-to-month,No,1
911,22,40,61.814478816279966,Month-to-month,No,1
912,51,38,95.72829782755008,Month-to-month,No,0
913,23,60,109.79646468477885,Month-to-month,No,1
914,19,59,28.412766225938284,Month-to-month,No,0
915,30,10,59.310390755940105,Two year,Yes,0
916,60,64,30.024556372287662,Two year,No,0
917,60,63,21.65924806325979,Month-to-month,Yes,0
918,65,49,86.17186826439566,Month-to-month,No,1
919,28,64,80.24494419665878,Month-to-month,No,1
920,68,32,36.30191138148862,One year,No,0
921,64,7,43.38128330930641,Two year,Yes,0
922,40,21,22.370775364451838,Month-to-month,No,0
923,33,20,103.49472056944037,Month-to-month,Yes,1
924,48,26,117.46905960485515,One year,No,0
925,28,68,33.54595367946908,One year,Yes,0
926,33,15,43.14752137652981,Month-to-month,No,0
927,25,14,106.8409523946934,One year,No,0
928,21,27,112.64637979561849,Month-to-month,No,0
929,57,40,61.96273828068103,Month-to-month,No,1
930,21,58,25.062247226907413,One year,Yes,0
931,42,28,23.939183369281942,Two year,Yes,0
932,20,26,77.39498660690104,Month-to-month,No,0
933,49,63,59.2895108893179,Two year,No,0
934,20,66,22.86524275776545,Month-to-month,Yes,0
935,44,25,78.32523923125568,One year,No,0
936,46,3,21.130253658902248,Month-to-month,No,1
937,49,44,98.73719581492729,Two year,Yes,0
938,67,42,50.64328227033715,Two year,Yes,0
939,68,6,24.02580030092321,Month-to-month,Yes,0
940,36,39,78.83522209831534,Two year,No,0
941,38,52,59.76844144330547,Two year,No,0
942,22,23,117.38004133571495,One year,No,0
943,35,50,74.41986625037022,Month-to-month,No,1
944,45,43,47.52391810370083,Two year,Yes,0
945,59,19,90.94388646339748,Two year,No,0
946,39,69,47.149200254271136,Month-to-month,No,0
947,38,51,110.42432914075651,Two year,Yes,0
948,23,11,57.47219705073764,Month-to-month,No,1
949,18,12,74.98685627762052,Month-to-month,No,1
950,22,8,25.057310382422884,One year,No,1
951,58,24,62.61212379522308,One year,No,0
952,29,41,103.2363539660995,One year,Yes,0
953,43,36,100.56488053633419,Month-to-month,Yes,1
954,63,55,42.431855885352626,Two year,No,0
955,51,9,42.60790710105627,Month-to-month,Yes,1
956,66,47,101.73053122132367,Month-to-month,No,0
957,31,15,113.03984201693255,Month-to-month,No,1
958,43,48,29.536092127300357,One year,No,0
959,62,42,65.00586394262253,Two year,No,0
960,44,60,53.745427896422896,One year,No,0
961,26,70,107.06884554574394,Two year,No,1
962,43,12,28.352491468001876,Month-to-month,No,0
963,64,2,41.11259425580374,One year,Yes,0
964,39,7,95.24683375864943,Month-to-month,Yes,1
965,64,3,25.129384898121558,Month-to-month,No,0
966,47,3,69.25353807142892,Month-to-month,Yes,0
967,60,27,64.210703467972,One year,Yes,0
968,65,40,53.44011789887487,One year,Yes,0
969,34,33,59.457231531892376,One year,No,0
970,43,1,72.99405869302329,Month-to-month,No,1
971,53,8,36.13673583883831,Month-to-month,Yes,0
972,18,32,77.19958782835928,One year,No,0
973,25,48,100.54323292999864,Month-to-month,No,1
974,66,4,96.01609297901591,Two year,Yes,0
975,52,70,35.389990469377366,One year,No,0
976,69,19,34.92494697414739,Month-to-month,No,0
977,32,32,46.817436774491334,Two year,No,0
978,64,9,56.10747263410372,One year,No,0
979,39,12,60.84555814084826,Month-to-month,Yes,0
980,31,11,87.96972168333453,One year,No,0
981,43,46,25.66804321658354,Month-to-month,Yes,0
982,45,16,23.46727042260664,Two year,No,0
983,40,1,59.191056294390904,Two year,No,1
984,31,63,89.71636921379805,Two year,No,1
985,41,21,39.343534295648254,One year,Yes,0
986,19,30,84.15044812562518,Month-to-month,No,1
987,62,13,45.98281379402995,One year,No,0
988,43,34,108.60861088135164,Month-to-month,No,1
989,31,4,109.56899442666165,One year,No,1
990,68,28,49.72872042813265,One year,No,0
991,24,59,42.999375396324055,Month-to-month,No,0
992,20,27,61.13039720662313,Month-to-month,No,0
993,64,69,44.05315851801487,Two year,No,0
994,40,25,87.23838432917036,Two year,No,1
995,63,3,102.60646845482856,Month-to-month,No,1
996,60,68,87.3092130911217,Month-to-month,Yes,1
997,64,25,102.43504472493495,Month-to-month,No,1
998,62,20,59.69921622074742,Two year,No,0
999,35,34,35.631697070886084,Month-to-month,Yes,1
1000,55,26,93.79509473975922,One year,No,0
1001,52,5,56.047450514155386,Month-to-month,No,1
1002,68,61,87.12708252291326,One year,No,0
1003,32,9,47.064394198176565,Month-to-month,No,0
1004,42,50,28.122963480667266,One year,Yes,0
1005,54,6,119.25817954877634,Month-to-month,Yes,0
1006,45,60,35.62015079305993,One year,No,0
1007,27,44,118.8420993963481,Month-to-month,Yes,0
1008,56,11,117.72799325664472,One year,Yes,1
1009,34,66,99.38181039080396,Two year,No,0
1010,56,47,85.94229620819976,Month-to-month,No,1
1011,39,3,77.78070502510846,Two year,No,0
1012,43,30,106.61015453778347,One year,No,1
1013,61,21,48.94395216194879,Month-to-month,Yes,0
1014,42,28,66.7681212484877,Month-to-month,Yes,0
1015,34,62,81.9389969366502,Month-to-month,No,1
1016,30,33,61.11904758694911,One year,No,0
1017,37,35,62.7486454090268,One year,Yes,0
1018,42,52,53.02846675020844,Month-to-month,No,0
1019,21,34,76.4231816684536,One year,Yes,0
1020,27,41,105.0574528015116,Two year,No,1
1021,20,51,40.15283780063129,Two year,Yes,0
1022,58,47,113.44330387534414,One year,Yes,0
1023,62,58,88.90876537482296,Two year,Yes,0
1024,35,57,102.32732126800302,One year,No,1
1025,64,23,75.61906926300117,Month-to-month,No,0
1026,53,48,97.95167014240634,Two year,No,0
1027,64,22,21.620039733946722,Month-to-month,No,0
1028,39,17,101.83804247795352,Month-to-month,No,1
1029,51,69,24.01388590853665,Month-to-month,Yes,0
1030,64,11,108.99133763628625,Two year,No,1
1031,25,15,119.19627472386433,Two year,No,0
1032,57,35,49.40674621767778,Month-to-month,No,0
1033,66,33,41.031855628579365,Month-to-month,Yes,0
1034,61,16,96.53633638580408,Month-to-month,No,1
1035,36,34,45.30263409202532,One year,Yes,0
1036,59,66,106.55623831722035,Month-to-month,No,1
1037,58,40,30.28425921574767,One year,Yes,0
1038,54,28,32.59551963793582,Month-to-month,No,1
1039,23,47,117.91515551006155,Month-to-month,No,0
1040,69,39,87.38388982700046,Month-to-month,No,1
1041,43,70,104.68872244289528,Month-to-month,No,0
1042,51,20,52.4329377351518,Two year,No,0
1043,62,1,87.64837495206044,Month-to-month,No,1
1044,23,63,79.42418273085971,Month-to-month,No,1
1045,54,67,80.3150120122947,Month-to-month,No,1
1046,50,4,88.25324595377215,Month-to-month,No,0
1047,39,58,77.53591731290986,Month-to-month,Yes,0
1048,38,25,62.906236930266594,Month-to-month,No,0
1049,23,47,47.592269438054686,One year,No,0
1050,23,38,96.8581330913202,One year,No,0
1051,65,15,42.62724300031862,Month-to-month,No,1
1052,21,63,89.23543061544142,Month-to-month,No,1
1053,47,21,43.33328226493266,Two year,Yes,0
1054,28,57,82.5330169954454,Month-to-month,Yes,1
1055,47,53,94.70782671290289,Month-to-month,Yes,0
1056,48,46,41.87138889065392,Month-to-month,No,0
1057,41,14,25.99433008613083,Month-to-month,No,1
1058,26,17,33.09737429941741,One year,No,0
1059,20,39,80.59969672710255,Month-to-month,No,1
1060,68,9,104.94464062257356,One year,Yes,1
1061,48,6,24.499682123542435,Month-to-month,No,1
1062,57,23,93.41512590416463,Month-to-month,No,1
1063,54,59,54.13186459500521,One year,No,0
1064,53,46,67.85283699195224,Month-to-month,No,0
1065,41,38,112.88595498455656,One year,No,1
1066,48,14,53.19715047358455,Month-to-month,No,1
1067,23,62,66.5336933939486,One year,No,0
1068,19,35,21.36824147606811,Month-to-month,Yes,0
1069,37,19,28.159872000483837,Two year,Yes,0
1070,45,30,45.8591591134784,Month-to-month,No,0
1071,28,25,22.78522408210744,Two year,No,0
1072,21,40,83.1375326048251,Month-to-month,No,0
1073,32,14,62.63983568016225,One year,No,0
1074,23,26,74.81452027280221,Month-to-month,No,1
1075,66,22,37.46471858963295,Two year,Yes,0
1076,47,48,49.59320294366161,Month-to-month,No,1
1077,55,51,86.38244748527251,Month-to-month,No,1
1078,68,3,116.53027236303998,Month-to-month,Yes,1
1079,19,42,25.04167736022092,Month-to-month,No,0
1080,32,19,109.03843208552661,Month-to-month,No,1
1081,28,28,77.68812013112085,Two year,No,0
1082,25,45,76.39195667556237,Two year,No,0
1083,43,71,70.02785352077603,Month-to-month,No,0
1084,68,63,26.93940859041834,Two year,No,0
1085,62,19,28.987685173616065,One year,No,0
1086,61,47,80.09120056590861,Month-to-month,No,1
1087,22,14,54.09585714355583,One year,Yes,0
1088,23,38,111.72680665776807,One year,No,0
1089,43,53,60.659053735947225,Two year,Yes,0
1090,21,61,34.32814587026411,Month-to-month,Yes,0
1091,36,36,91.4718833502036,One year,No,1
1092,37,40,49.335342144100984,Month-to-month,Yes,0
1093,50,30,72.54703073558932,Month-to-month,No,0
1094,37,9,89.783278550517,Month-to-month,Yes,0
1095,66,64,110.02641112020704,Two year,No,0
1096,29,33,99.2191194801676,Two year,Yes,0
1097,64,52,87.63610678727241,One year,Yes,0
1098,18,14,87.96331823951436,One year,Yes,0
1099,43,53,114.59246440320865,Month-to-month,No,0
1100,31,59,49.58240974965361,Month-to-month,No,1
1101,55,41,20.111209419618742,Month-to-month,Yes,0
1102,54,68,47.195455939819865,Month-to-month,No,1
1103,28,68,41.7891379626744,One year,No,0
1104,53,8,86.18345851139982,One year,No,0
1105,30,2,83.3711599765529,Month-to-month,No,1
1106,60,41,79.34613827047238,Month-to-month,No,0
1107,20,55,21.62434432094537,Month-to-month,Yes,0
1108,50,16,92.87780544506475,Month-to-month,No,1
1109,23,62,52.353041248549154,Two year,No,0
1110,67,48,86.50559890066312,One year,No,0
1111,27,30,75.65784285021533,Two year,Yes,0
1112,22,12,54.27309254279072,Month-to-month,Yes,0
1113,40,35,33.45762671041078,Month-to-month,No,0
1114,27,11,29.441889766048096,Month-to-month,No,0
1115,61,64,103.15183331122236,Two year,No,0
1116,19,50,111.8397542081558,One year,No,0
1117,30,21,84.97880467642996,Month-to-month,Yes,1
1118,57,69,30.34341148604834,One year,No,0
1119,19,48,60.20272168882407,Month-to-month,No,0
1120,37,20,92.89392001051573,One year,No,1
1121,18,67,97.9820884010068,Two year,Yes,0
1122,54,44,31.82186222910886,One year,No,0
1123,26,33,20.00307188453824,One year,No,0
1124,34,61,91.2137045880605,Month-to-month,Yes,0
1125,26,9,55.659617598620564,Month-to-month,No,1
1126,28,68,45.44813316182602,Month-to-month,No,1
1127,32,35,21.289746978952543,Month-to-month,Yes,0
1128,41,65,74.02994067614998,One year,No,0
1129,55,8,105.11507354259817,One year,No,1
1130,52,45,115.76316462725879,Month-to-month,No,0
1131,47,47,76.57449506132892,Two year,No,0
1132,48,40,71.44613277398942,Month-to-month,No,0
1133,66,54,28.50563854892411,Month-to-month,Yes,0
1134,22,46,74.88728015425997,Month-to-month,No,0
1135,61,47,57.99790789653946,Month-to-month,No,0
1136,67,15,80.71352808835769,Month-to-month,No,0
1137,31,19,58.87263478765467,Month-to-month,No,0
1138,28,26,44.02991234503668,Month-to-month,Yes,0
1139,26,52,29.49652752283765,Two year,No,0
1140,51,22,51.491844458889574,Month-to-month,No,0
1141,29,21,29.664483428775227,Month-to-month,Yes,0
1142,52,51,37.689695082398394,Month-to-month,No,0
1143,52,38,118.73361585795459,One year,No,0
1144,18,20,64.41035569066186,Month-to-month,No,0
1145,57,29,73.18717665050166,Two year,Yes,0
1146,39,51,107.36185287372153,One year,No,0
1147,46,4,119.55689004906878,One year,Yes,0
1148,25,55,78.27144493446815,One year,Yes,0
1149,28,71,101.24738210441717,Month-to-month,No,1
1150,58,28,52.694102433667524,Month-to-month,Yes,0
1151,54,4,50.57439574472911,Month-to-month,Yes,1
1152,31,22,60.27037209945602,One year,Yes,0
1153,47,45,87.25072626736491,Month-to-month,Yes,0
1154,52,67,88.21916892550988,Month-to-month,Yes,0
1155,38,66,51.52394346494508,Two year,No,0
1156,54,34,33.320992413662864,Month-to-month,Yes,0
1157,22,55,83.23962564655085,Two year,Yes,0
1158,36,1,32.83258621887645,One year,Yes,0
1159,31,38,77.84925082293302,Month-to-month,No,1
