customer_id,tenure_months,billing_amount,support_tickets,sla_breaches,active_days,Churn
CUST-581,27,92.39419761237247,8,0,21,0
CUST-582,49,74.05076345803185,9,1,12,0
CUST-583,33,75.76276334591876,5,0,7,0
CUST-584,1,90.31765049895051,6,0,14,0
CUST-585,21,110.53587491469393,9,1,15,0
CUST-586,55,111.27899250363782,7,2,15,1
CUST-587,6,42.320208001708444,9,3,6,1
CUST-588,69,85.0146577699615,0,3,21,0
CUST-589,5,73.55455235443326,7,0,14,0
CUST-590,3,133.16850561501994,3,2,2,1
CUST-591,53,102.08445975838893,9,3,8,1
CUST-592,23,89.22552863407763,7,2,13,1
CUST-593,53,35.00130348325926,5,1,23,0
CUST-594,37,98.73292561204349,8,0,6,1
CUST-595,17,35.23650773843035,3,0,5,0
CUST-596,1,63.83685482354777,1,2,5,0
CUST-597,51,38.56945542586314,1,3,25,0
CUST-598,45,109.96957411316797,4,2,1,0
CUST-599,4,46.812774798699834,9,1,9,0
CUST-600,62,70.94171851444338,8,3,6,1
CUST-601,65,136.43772109044124,2,3,20,0
CUST-602,32,46.56112984186613,7,2,26,1
CUST-603,34,86.01465831464128,3,1,30,0
CUST-604,39,74.50531595158286,5,3,7,0
CUST-605,26,22.356125335944867,9,0,9,0
CUST-606,34,123.05855476446567,5,1,5,0
CUST-607,54,28.975967820897964,2,3,14,0
CUST-608,3,81.65315272700397,4,2,5,1
CUST-609,50,92.8881783420635,2,3,8,0
CUST-610,12,101.69543935989631,0,0,7,1
CUST-611,65,109.52211181002383,6,1,13,0
CUST-612,54,52.925409857952964,3,3,13,0
CUST-613,5,21.29724096559842,6,0,8,0
CUST-614,57,114.04767610613855,2,3,11,0
CUST-615,17,89.63535791518521,4,3,28,1
CUST-616,47,128.69530141694236,4,1,26,0
CUST-617,23,126.78048717709025,1,2,18,1
CUST-618,14,129.6324018124248,9,2,25,1
CUST-619,66,83.06230579734023,1,0,19,0
CUST-620,51,63.37169145879253,3,0,6,0
CUST-621,38,122.9025663368781,3,0,22,0
CUST-622,64,78.66823469380314,3,1,2,0
CUST-623,38,43.847485532446484,5,2,28,0
CUST-624,50,131.14662254299168,1,0,13,0
CUST-625,30,134.73278398040515,5,0,23,0
CUST-626,51,80.62026829822211,6,3,25,0
CUST-627,63,29.84096455027237,9,3,28,0
CUST-628,52,70.41739168920105,2,0,26,0
CUST-629,38,124.45989573013844,7,3,11,0
CUST-630,30,137.23062371100974,1,3,1,0
CUST-631,51,46.45145652468746,7,3,24,0
CUST-632,5,28.7065695632853,4,1,2,0
CUST-633,29,134.05555890726902,1,0,30,0
CUST-634,4,70.62264206725379,6,0,17,0
CUST-635,10,90.42892535478322,1,3,8,1
CUST-636,56,145.84855556659866,5,1,2,0
CUST-637,17,28.65341462884897,9,3,6,0
CUST-638,17,104.28134096877243,2,1,22,0
CUST-639,69,29.63370493473272,8,0,5,0
CUST-640,34,68.81096070064504,2,3,16,0
CUST-641,6,124.49589087514808,2,0,8,1
CUST-642,53,76.35139025823247,4,1,19,0
CUST-643,66,149.63370600738355,6,2,16,1
CUST-644,43,92.67770704305828,7,1,13,0
CUST-645,23,61.75107984267395,6,2,26,0
CUST-646,55,48.61447236761791,8,0,20,0
CUST-647,16,65.56766945720103,4,0,7,0
CUST-648,8,68.4293255887416,9,3,16,0
CUST-649,4,28.932778104114927,2,2,23,1
CUST-650,4,68.04464592548051,5,1,16,0
CUST-651,56,80.35100756609924,4,0,29,0
CUST-652,25,113.95590779104461,3,2,12,0
CUST-653,67,105.37483301380904,1,1,14,0
CUST-654,67,112.13953517979006,6,2,24,1
CUST-655,27,21.08727864399142,4,1,18,0
CUST-656,32,48.29676194546968,3,1,27,0
CUST-657,50,106.01895749198134,7,1,28,0
CUST-658,61,82.91861786336713,8,1,18,0
CUST-659,51,20.690751836884974,8,2,16,0
CUST-660,19,124.5843035161369,2,2,20,0
CUST-661,21,120.46524452774386,2,3,16,0
CUST-662,5,91.29449118916314,4,2,13,1
CUST-663,42,28.640232350915376,4,2,26,1
CUST-664,61,119.646956439236,9,3,29,0
CUST-665,22,95.88276640507732,1,2,9,0
CUST-666,21,121.6547970305347,0,1,26,0
CUST-667,70,117.72710901145925,7,0,28,0
CUST-668,1,124.39026935451882,2,0,9,0
CUST-669,5,87.34104863260123,0,3,13,1
CUST-670,12,38.24218736515695,0,2,29,1
CUST-671,46,107.25047153935952,1,2,4,0
CUST-672,34,100.66159205675618,5,3,9,0
CUST-673,49,116.49291433588134,5,0,15,0
CUST-674,45,42.08453078659559,2,1,14,0
CUST-675,27,45.3467759870376,3,2,19,0
CUST-676,26,135.7532372385127,1,3,12,0
CUST-677,47,117.4971137987692,1,1,21,0
CUST-678,56,138.06970353104197,6,3,26,0
CUST-679,63,118.63299175130969,0,3,25,1
CUST-680,48,97.63018977873924,6,3,6,0
CUST-681,61,105.03725581362357,0,0,3,0
CUST-682,26,135.5866301122013,5,0,26,0
CUST-683,36,95.24487808655226,2,3,25,1
CUST-684,1,102.21087216269036,7,2,22,1
CUST-685,8,40.34197308046808,5,1,20,0
CUST-686,52,81.60975861509336,1,2,16,1
CUST-687,47,113.13162455455287,7,0,30,0
CUST-688,56,55.2225507811275,4,1,20,0
CUST-689,14,46.29304346818954,7,3,24,1
CUST-690,28,60.79748506917402,7,2,23,1
CUST-691,2,51.39508163906835,5,2,17,1
CUST-692,26,47.93864281473146,1,3,16,1
CUST-693,14,75.23060957285131,7,2,6,1
CUST-694,59,138.01900680485943,5,0,8,0
CUST-695,56,85.91775407603338,5,3,19,0
CUST-696,7,44.42964950599199,7,2,30,0
CUST-697,3,30.00631701951363,0,3,25,0
CUST-698,23,110.50029886793028,1,1,26,0
CUST-699,18,69.76383937673042,8,3,2,1
CUST-700,38,126.8380230560967,7,2,14,0
CUST-701,15,105.73639992330013,6,0,22,1
CUST-702,64,123.5113885703779,6,3,12,1
CUST-703,28,55.35298512439834,4,3,17,1
CUST-704,39,110.00665991993756,1,2,28,0
CUST-705,57,54.32805801018344,5,0,27,0
CUST-706,17,142.0789023285379,9,0,15,1
CUST-707,44,102.72865659933868,2,1,18,0
CUST-708,25,62.18653402279447,3,1,16,0
CUST-709,17,55.036542097995444,9,2,13,1
CUST-710,13,44.820456059313656,1,0,21,0
CUST-711,25,110.30332465618461,1,0,17,0
CUST-712,68,48.433029689730546,7,1,8,1
CUST-713,10,97.38942457057358,7,1,1,1
CUST-714,67,54.402553500296456,9,2,29,0
CUST-715,18,106.05596282320292,5,0,25,0
CUST-716,34,125.94216471027009,4,3,26,0
CUST-717,8,121.14328160880491,7,1,27,1
CUST-718,40,118.91067302100163,3,2,3,1
CUST-719,42,44.40391273999277,3,0,16,0
CUST-720,41,31.490043107987432,4,0,28,0
CUST-721,6,110.86334770336013,0,1,2,1
CUST-722,52,67.88513779326567,0,2,15,1
CUST-723,26,76.20500943243515,1,3,1,1
CUST-724,64,24.04938206314084,7,1,9,0
CUST-725,59,53.74493840575639,6,2,16,0
CUST-726,56,24.377932503680324,9,0,4,0
CUST-727,59,134.2941504381622,8,3,12,1
CUST-728,70,51.64156881840896,4,2,1,1
CUST-729,33,92.45383204449105,1,3,1,1
CUST-730,53,25.067311685946954,6,2,7,1
CUST-731,22,106.69016086973555,7,2,18,1
CUST-732,21,61.993554948032205,6,2,23,0
CUST-733,70,136.72949430449654,6,2,28,1
CUST-734,70,135.45536456142466,4,3,23,1
CUST-735,4,62.28778038702721,1,1,15,0
CUST-736,62,137.12491643976082,5,3,26,0
CUST-737,62,149.50049755484125,3,2,30,0
CUST-738,24,127.30403633611324,9,3,25,0
CUST-739,55,129.83327520817977,1,3,13,0
CUST-740,9,52.37113569418169,8,3,16,1
CUST-741,3,94.97131185150832,6,2,7,1
CUST-742,31,28.743268815757823,5,3,16,0
CUST-743,40,32.33933178681706,4,0,13,0
CUST-744,36,149.85603956432777,2,2,14,0
CUST-745,24,62.46310242536842,9,3,17,1
CUST-746,6,117.26390856635003,9,0,12,0
CUST-747,66,124.86645689348614,3,3,29,0
CUST-748,4,131.5430252309398,2,1,24,0
CUST-749,6,149.69167866228034,7,3,24,0
CUST-750,51,51.39454308339282,2,3,20,0
CUST-751,62,25.245607491760964,6,1,13,0
CUST-752,57,73.45489733929617,6,2,24,0
CUST-753,66,36.91048707776311,6,1,20,0
CUST-754,8,22.915365591067165,6,2,15,1
CUST-755,26,66.85548752839318,1,1,24,0
CUST-756,51,121.88597263978073,9,3,21,1
CUST-757,45,93.60348985925921,2,3,4,1
CUST-758,44,60.661138597346024,9,2,22,0
CUST-759,5,105.06446071405357,8,2,2,1
CUST-760,70,50.1623634401454,2,0,28,0
CUST-761,26,21.869587989371052,1,0,18,0
CUST-762,68,119.36594023673555,8,3,2,1
CUST-763,19,101.08660103232118,9,3,25,0
CUST-764,20,119.0993411851248,8,0,15,1
CUST-765,12,25.06194216939653,3,0,30,0
CUST-766,47,128.8255516179848,8,2,26,0
CUST-767,1,100.53840600471943,2,1,19,0
CUST-768,14,93.24139559264322,6,2,15,1
CUST-769,64,101.1998262548891,6,0,26,1
CUST-770,38,132.37632209288734,7,3,20,1
CUST-771,37,96.30174585265792,9,0,10,0
CUST-772,11,95.52354938546331,3,3,28,1
CUST-773,3,148.78829041854956,2,3,24,1
CUST-774,33,118.37492171891384,2,3,20,1
CUST-775,6,77.49819470864759,4,3,11,1
CUST-776,50,111.9616100042806,0,1,26,0
CUST-777,10,70.5999613199325,9,0,10,0
CUST-778,5,49.75381012285487,2,2,29,1
CUST-779,23,97.59074399540873,5,3,23,1
CUST-780,10,140.6636727548137,2,3,5,1
CUST-781,44,140.78813760201015,4,2,9,0
CUST-782,2,64.44768615371373,8,2,20,0
CUST-783,13,88.59807060882035,1,3,19,0
CUST-784,40,47.51266681408195,1,2,13,1
CUST-785,2,149.43204423485486,5,2,18,0
CUST-786,65,147.54532802283165,5,1,17,0
CUST-787,63,104.43616086196815,7,2,27,0
CUST-788,17,124.57382775807154,1,0,6,0
CUST-789,9,112.963020966881,8,0,10,0
CUST-790,15,97.11056847513086,1,0,2,0
CUST-791,24,26.9352396085567,0,3,24,0
CUST-792,38,79.11936453184595,9,0,6,0
CUST-793,35,107.72221928176337,1,1,28,0
CUST-794,49,108.07910980487901,6,0,28,0
CUST-795,69,68.50594039490986,7,3,21,1
CUST-796,62,142.41995826554398,4,1,13,0
CUST-797,60,41.75641419078153,5,0,18,0
CUST-798,50,85.04672800802288,0,1,7,0
CUST-799,9,109.81491695160696,5,1,2,0
CUST-800,34,110.6276547659352,7,3,29,0
CUST-801,35,104.32306437994602,2,3,14,0
CUST-802,1,55.78746774874182,0,1,5,1
CUST-803,40,40.30685392926085,3,0,18,0
CUST-804,64,102.67224248747242,0,3,11,1
CUST-805,22,97.90927509812691,7,1,10,0
CUST-806,60,43.316281337601325,4,2,11,0
CUST-807,64,111.66808892417323,0,2,27,0
CUST-808,11,79.17235892537533,7,3,2,1
CUST-809,14,106.80887690840989,8,0,15,1
CUST-810,60,128.85772037011958,9,2,7,1
CUST-811,30,42.06469571500001,1,2,9,0
CUST-812,35,22.488832839588767,8,2,5,0
CUST-813,37,121.28333623145228,7,0,7,1
CUST-814,5,99.26066526984008,6,0,20,1
CUST-815,26,110.95314405087582,2,3,2,1
CUST-816,62,128.96014674852353,1,3,3,1
CUST-817,4,124.36542152718506,6,2,2,1
CUST-818,42,144.9196191007472,4,0,21,0
CUST-819,18,89.67156025077537,5,1,22,1
CUST-820,40,83.5044322457877,3,2,23,1
CUST-821,39,72.24533598579491,1,3,19,0
CUST-822,14,39.97983556974659,8,0,4,0
CUST-823,32,94.43894027466291,2,3,24,0
CUST-824,51,56.01162816237724,6,3,20,0
CUST-825,38,139.7699765876868,7,0,7,1
CUST-826,23,95.81480455602268,1,2,28,0
CUST-827,63,97.06922346605432,5,0,22,0
CUST-828,15,66.1402059140113,7,2,7,1
CUST-829,25,26.75861575710197,6,3,17,0
CUST-830,17,24.12668949848852,2,0,19,0
CUST-831,66,75.03356873991567,0,1,22,0
CUST-832,53,30.993499152640922,5,2,16,0
CUST-833,51,98.89010422021809,7,1,3,0
CUST-834,39,134.52649073315547,5,2,15,1
CUST-835,51,134.77892614743388,4,0,14,0
CUST-836,70,105.6759033171902,7,1,15,1
CUST-837,6,47.46013809148103,1,0,14,0
CUST-838,67,132.18958807665337,0,2,7,0
CUST-839,7,135.19214659071707,0,2,25,0
CUST-840,51,45.56496604388463,3,2,3,0
CUST-841,42,115.86539115018805,5,2,30,0
CUST-842,64,57.247541360525986,8,3,17,0
CUST-843,15,124.34324060588085,0,2,10,0
CUST-844,29,149.64092698746836,0,1,15,0
CUST-845,33,23.903380692821067,4,2,29,0
CUST-846,27,136.65756255282116,9,0,6,0
CUST-847,36,100.94196936782555,4,3,28,0
CUST-848,29,146.53974049142676,4,1,17,0
CUST-849,38,80.4512372784356,9,3,17,0
CUST-850,57,130.1604309742786,5,3,14,0
CUST-851,27,28.11122891777604,7,3,24,1
CUST-852,55,63.58627651017844,2,0,25,0
CUST-853,33,28.712149907657295,8,3,18,1
CUST-854,68,146.79460735227917,0,3,25,0
CUST-855,66,126.20660794533877,3,2,5,1
CUST-856,10,130.83116476197617,8,0,29,0
CUST-857,5,141.93548008640624,7,1,8,1
CUST-858,38,31.063453195572095,9,1,7,0
CUST-859,13,70.12768702673334,8,1,23,0
CUST-860,31,29.234535575720276,0,0,4,0
CUST-861,47,47.40310320150372,8,1,18,0
CUST-862,52,49.817551014897404,2,0,5,0
CUST-863,56,80.98393743618523,9,2,16,0
CUST-864,15,54.913081768973534,8,2,14,0
CUST-865,29,33.127153886308946,0,0,27,0
CUST-866,8,41.773841582234,0,1,27,0
CUST-867,5,39.145823261771824,8,0,19,0
CUST-868,29,146.49998372859878,5,0,14,0
CUST-869,47,118.70802589940156,3,3,9,1
CUST-870,68,145.80899048504307,6,0,6,0
CUST-871,45,77.16626324602811,4,3,17,1
CUST-872,2,56.18790261614536,9,2,19,0
CUST-873,27,123.77811563719426,6,3,12,0
CUST-874,36,62.41300934534908,7,0,4,0
CUST-875,36,58.91983858169528,7,2,16,0
CUST-876,26,50.22577898701805,0,3,25,1
CUST-877,43,36.858267169150594,7,0,11,0
CUST-878,27,53.34019793217958,5,2,22,0
CUST-879,69,66.1915673016054,3,3,4,0
CUST-880,20,107.61924705894495,7,0,17,0
CUST-881,11,28.133429488528705,2,0,8,1
CUST-882,38,47.365902156494585,3,1,14,0
CUST-883,6,125.17307323791793,5,1,27,0
CUST-884,23,39.099850065890195,6,3,2,1
CUST-885,47,64.5438690479278,3,3,11,0
CUST-886,46,132.4056598415582,3,3,11,0
CUST-887,12,40.14029044864755,6,0,24,0
CUST-888,13,30.755788630364687,5,3,22,0
CUST-889,62,82.98993936040141,7,0,24,0
CUST-890,60,59.31453646620973,0,3,6,0
CUST-891,43,93.24308738290104,9,0,21,0
CUST-892,68,124.49463576285177,6,0,21,0
CUST-893,5,37.82930345985661,6,1,14,1
CUST-894,37,95.49088099205704,6,2,30,0
CUST-895,31,85.71613885068231,6,0,10,0
CUST-896,9,38.730242181715944,9,3,26,0
CUST-897,51,101.1198031187677,9,1,27,0
CUST-898,29,55.573254321900315,7,3,8,1
CUST-899,40,83.41846141072162,8,3,7,1
CUST-900,41,30.695402156018044,8,0,8,0
CUST-901,11,79.745927437771,1,0,28,0
CUST-902,23,59.84025084556664,6,2,8,1
CUST-903,1,126.90955745409606,6,0,23,0
CUST-904,46,27.407234509657876,3,0,2,0
CUST-905,21,74.41894573938289,8,2,27,1
CUST-906,36,79.59608513708693,7,3,16,1
CUST-907,54,114.25078991888543,0,2,9,1
CUST-908,57,94.65738476172743,1,2,13,0
CUST-909,1,106.73760383524353,1,2,23,0
CUST-910,63,121.0164071347283,7,1,12,0
CUST-911,54,132.08638657556455,0,3,27,0
CUST-912,55,60.803814573921166,3,1,22,0
CUST-913,40,89.94295169730738,9,1,25,0
CUST-914,15,129.214050197096,4,0,29,0
CUST-915,21,148.62864702545733,8,2,17,0
CUST-916,47,135.6375104356892,6,2,27,0
CUST-917,53,68.29074414116899,7,1,2,0
CUST-918,9,45.37164723842456,8,0,13,0
CUST-919,52,83.62102986285653,6,0,1,1
CUST-920,57,116.4133887386855,4,0,26,0
CUST-921,26,84.03397919792869,4,3,28,0
CUST-922,41,82.81351223077691,9,1,19,0
CUST-923,35,128.96995474063408,5,3,11,1
CUST-924,63,66.98249127873422,4,0,5,0
CUST-925,25,131.77330772551392,8,0,1,0
CUST-926,38,72.88462412372405,2,0,20,0
CUST-927,2,62.670303738184124,2,2,30,1
CUST-928,7,79.01868845596087,6,1,13,0
CUST-929,34,119.1181046277329,6,2,8,1
CUST-930,17,36.380263622319255,5,3,6,1
CUST-931,43,45.534498063362264,2,2,29,0
CUST-932,59,143.68782733620196,6,1,17,1
CUST-933,51,42.813911559576454,4,2,12,0
CUST-934,54,93.80455133103709,6,0,1,1
CUST-935,24,95.31088066605193,1,3,3,1
CUST-936,25,83.65118006653182,5,3,14,0
CUST-937,71,103.81688231498642,7,0,26,0
CUST-938,52,49.877474353690396,0,0,8,0
CUST-939,70,91.84609481097726,3,0,11,0
CUST-940,33,68.38252318209663,0,1,27,0
CUST-941,49,106.01674375179458,0,2,14,0
CUST-942,29,38.35906063850943,9,3,8,1
CUST-943,63,94.21406418913192,7,2,29,0
CUST-944,22,44.08514619983208,6,0,3,0
CUST-945,26,56.22359820495473,9,0,7,0
CUST-946,28,48.43227404206582,0,2,28,0
CUST-947,49,43.76891138294623,1,3,19,0
CUST-948,71,127.3424237028867,3,1,4,0
CUST-949,49,57.14198379591574,0,2,25,0
CUST-950,20,140.52609164237842,2,0,16,0
CUST-951,63,146.09044829487482,7,0,13,0
CUST-952,61,94.26386109182265,7,1,20,0
CUST-953,49,38.59014594654443,7,2,19,1
CUST-954,71,68.69127163934556,5,1,5,0
CUST-955,1,123.70519423526783,5,1,23,0
CUST-956,13,67.76079473061915,4,3,5,0
CUST-957,51,31.312238379362537,8,3,20,1
CUST-958,56,92.38203842066443,3,0,24,0
CUST-959,62,129.8657106944845,9,2,4,1
CUST-960,32,123.47043032865531,6,3,2,1
CUST-961,30,42.76600821694592,0,0,26,0
CUST-962,29,107.45939987362067,8,2,13,1
CUST-963,49,48.66555424663412,6,0,30,0
CUST-964,45,48.36697949178239,9,3,16,1
CUST-965,30,133.62933052967406,8,0,22,0
CUST-966,16,52.45696385622992,6,2,2,1
CUST-967,40,54.22215504734145,1,2,19,0
CUST-968,19,20.084940798968944,5,0,17,0
CUST-969,18,133.1869744363173,9,2,5,1
CUST-970,1,123.03732571718751,3,0,25,0
CUST-971,47,101.55276156178815,2,2,18,0
CUST-972,66,117.53454931204949,1,0,28,0
CUST-973,38,39.76631376518394,5,0,23,0
CUST-974,51,79.5820672963848,7,0,21,0
CUST-975,63,65.65852035534152,5,1,18,0
CUST-976,4,32.190948413412144,8,2,8,0
CUST-977,1,83.19696307794013,4,3,27,1
CUST-978,8,139.6961545445426,1,0,15,0
CUST-979,29,25.20768547659028,7,1,13,0
CUST-980,55,57.889918754193204,8,3,13,0
CUST-981,3,46.98032170674145,9,0,16,0
CUST-982,32,50.95906497654052,3,3,22,1
CUST-983,10,138.09649174431877,5,1,20,0
CUST-984,34,80.84897705045772,9,3,13,1
CUST-985,55,80.61892368217644,7,0,20,0
CUST-986,32,118.8748335191867,8,3,2,0
CUST-987,50,40.08398652064035,4,3,3,1
CUST-988,7,83.3444960330066,5,0,15,0
CUST-989,8,75.89807783573777,3,1,23,0
CUST-990,65,97.5983897710653,4,1,19,0
CUST-991,57,149.94250142255703,6,3,13,0
CUST-992,67,120.02835623066612,8,2,5,1
CUST-993,59,71.72254139226553,9,3,26,0
CUST-994,54,127.58189679562611,5,2,22,0
CUST-995,67,42.19208723062242,5,3,6,1
CUST-996,51,23.960279220164814,7,1,14,0
CUST-997,8,46.5782884203555,3,3,4,1
CUST-998,34,64.25350229485375,2,3,22,1
CUST-999,35,86.37549846974278,6,2,19,1
CUST-1000,32,99.96678827035598,4,1,23,0
CUST-1001,46,138.37874323787483,1,2,7,1
CUST-1002,16,86.2810212415595,1,3,4,1
CUST-1003,68,85.16583380134482,5,0,2,0
CUST-1004,37,26.531591276987676,7,3,27,1
CUST-1005,54,24.538501845309096,0,3,7,0
CUST-1006,14,91.65079504912836,5,2,3,1
CUST-1007,55,76.96321972228478,1,0,15,0
CUST-1008,48,129.09345134743882,1,0,1,0
CUST-1009,7,40.88834601253987,6,2,2,1
CUST-1010,7,23.24631607521645,9,1,10,0
CUST-1011,33,78.37503983091636,0,0,16,0
CUST-1012,23,50.872212377793474,5,0,25,0
CUST-1013,19,26.449868534048868,6,2,28,0
CUST-1014,19,114.19777729019177,7,1,15,0
CUST-1015,36,34.50708999444217,6,1,24,0
CUST-1016,29,99.08153500101032,5,3,15,0
CUST-1017,60,56.53646752169559,8,3,14,0
CUST-1018,2,42.55448654615286,2,2,22,0
CUST-1019,1,69.36769797951126,5,1,14,0
CUST-1020,47,124.18795090898398,3,2,6,1
CUST-1021,69,70.97216499759445,1,3,14,0
CUST-1022,20,117.60005439743725,0,2,17,0
CUST-1023,11,36.313218583889594,0,2,18,0
CUST-1024,2,120.46028455646028,9,0,20,0
CUST-1025,67,50.80133223786432,2,0,19,0
CUST-1026,12,108.06110688555346,3,0,30,0
CUST-1027,20,93.55160212932952,1,3,17,0
CUST-1028,5,140.78881323751935,0,2,16,0
CUST-1029,37,70.35192733679082,3,0,8,0
CUST-1030,38,28.601474548477256,6,0,7,1
CUST-1031,9,22.490213121662876,9,0,20,0
CUST-1032,53,127.4916129264579,5,3,28,1
CUST-1033,44,88.21563289598618,5,3,12,0
CUST-1034,24,120.7817267385434,8,2,9,1
CUST-1035,30,50.475328001496905,1,2,27,0
CUST-1036,59,64.86088691672037,3,2,14,0
CUST-1037,14,23.91350338747146,4,0,20,0
CUST-1038,9,144.99400219463456,0,1,1,0
CUST-1039,40,106.82282787110574,7,3,10,0
CUST-1040,66,141.31666140870982,7,0,17,0
CUST-1041,25,54.5145329657794,5,0,17,0
CUST-1042,22,99.4902694593359,4,2,17,0
CUST-1043,4,108.20499587804292,7,2,4,1
CUST-1044,26,61.281461033486494,2,0,17,0
CUST-1045,58,130.2542005520319,2,3,18,0
CUST-1046,29,143.13099017703223,1,3,20,0
CUST-1047,37,135.03116530048055,4,0,23,0
CUST-1048,70,116.07870687211843,2,1,2,0
CUST-1049,18,56.070408364244024,2,1,8,0
CUST-1050,42,56.61008547373213,5,3,13,0
CUST-1051,41,145.23684165798494,7,2,23,1
CUST-1052,38,21.336984471639965,1,1,25,0
CUST-1053,34,113.08649652147878,3,1,30,0
CUST-1054,17,111.81200113218408,6,2,22,1
CUST-1055,37,100.94964032347367,0,1,20,0
CUST-1056,25,148.71414999129254,0,0,22,0
CUST-1057,27,60.54432664928428,9,1,15,0
CUST-1058,57,64.19634229312226,6,2,20,1
CUST-1059,31,30.262122383052223,6,0,23,0
CUST-1060,6,77.56375775068587,0,1,9,1
CUST-1061,40,53.93630841053025,0,3,3,0
CUST-1062,12,64.64027128309374,3,0,3,1
CUST-1063,53,128.4943327332316,4,0,2,0
CUST-1064,71,141.61298675857444,4,3,1,0
CUST-1065,10,44.14529936067413,3,3,14,1
CUST-1066,45,68.42616110195056,7,1,17,0
CUST-1067,17,140.72197307500124,6,1,13,0
CUST-1068,26,28.035099889598943,8,2,19,0
CUST-1069,62,32.006868654479206,6,2,30,1
CUST-1070,46,41.16282859680982,9,0,23,0
CUST-1071,64,97.37766843649372,0,3,15,1
CUST-1072,2,39.56139523077967,6,3,27,0
CUST-1073,54,145.84992958859536,0,2,25,0
CUST-1074,65,78.07288854360765,6,0,14,0
CUST-1075,51,85.19733484552162,9,0,2,0
CUST-1076,53,52.06562005470284,7,2,7,0
CUST-1077,36,81.22483281651535,8,2,17,0
CUST-1078,26,106.0487722428115,2,2,18,0
CUST-1079,29,117.65302780402556,3,1,6,0
CUST-1080,21,118.0028507522887,3,0,27,0
CUST-1081,11,95.12584465023149,8,0,21,0
CUST-1082,40,137.56677074920145,6,0,8,0
CUST-1083,11,126.26302014979422,2,2,28,1
CUST-1084,36,118.41625491082131,9,2,27,0
CUST-1085,59,27.22871781845988,4,2,2,0
CUST-1086,39,20.89413508855441,6,2,1,1
CUST-1087,54,47.618146035411485,7,3,16,0
CUST-1088,55,106.2580672087488,0,2,7,0
CUST-1089,24,73.45567355473096,1,1,22,0
CUST-1090,22,72.31281370891053,6,3,24,0
CUST-1091,69,134.99629546984977,1,3,11,0
CUST-1092,56,136.42317025713902,6,2,15,0
CUST-1093,33,138.19278432696615,8,0,13,0
CUST-1094,36,60.80414994695355,1,2,30,1
CUST-1095,20,109.83725565610403,6,0,24,1
CUST-1096,62,55.312313565668056,3,2,2,1
CUST-1097,26,44.779278299678474,1,2,14,0
CUST-1098,66,44.002219455158,6,0,24,1
CUST-1099,40,64.47399071226722,4,0,6,0
CUST-1100,17,75.89449057137682,0,0,9,0
CUST-1101,1,128.02339223715887,4,0,28,0
CUST-1102,61,35.585842151452574,2,1,7,1
CUST-1103,43,115.54036016133624,6,0,18,0
CUST-1104,42,89.08913884460969,5,2,24,0
CUST-1105,25,57.43289454787902,7,2,9,1
CUST-1106,39,84.0665459892672,4,1,23,0
CUST-1107,35,58.99246907101294,1,0,4,0
CUST-1108,3,97.49065418097977,8,2,9,0
CUST-1109,44,76.39970997118175,7,1,4,1
CUST-1110,51,41.37271878025423,5,2,12,0
CUST-1111,12,35.15579969224058,9,1,4,1
CUST-1112,19,91.07043866937693,6,1,25,0
CUST-1113,44,137.31369432719345,8,3,30,1
CUST-1114,59,64.71449925249912,6,3,24,0
CUST-1115,49,115.29001393894102,2,0,20,0
CUST-1116,61,105.6259761421697,5,3,14,0
CUST-1117,17,141.10213886023251,6,1,24,0
CUST-1118,57,126.72753224888831,1,2,24,1
CUST-1119,55,93.65868365771018,2,2,7,1
CUST-1120,47,105.41396477043395,3,0,26,0
CUST-1121,12,136.79024065592455,9,3,13,0
CUST-1122,62,71.93744199630152,5,0,22,0
CUST-1123,8,62.48331176151106,0,1,8,1
CUST-1124,21,21.405440872575525,8,3,23,1
CUST-1125,70,127.45163964489035,4,0,5,0
CUST-1126,25,124.12749105243743,6,2,12,0
CUST-1127,12,33.57908735301968,8,2,13,0
CUST-1128,15,94.99145954725103,8,0,29,0
CUST-1129,59,80.31762076169537,0,0,20,0
CUST-1130,26,35.43218241618449,0,0,14,0
CUST-1131,26,147.47386951789406,2,1,28,0
CUST-1132,47,47.91046537023621,5,1,18,0
CUST-1133,32,28.74044341177295,1,2,27,0
CUST-1134,10,97.33015933524824,9,1,24,0
CUST-1135,16,116.05266802729425,0,1,25,0
CUST-1136,71,24.217647986134306,0,3,20,0
CUST-1137,17,105.63329303451287,4,1,4,0
CUST-1138,23,89.19794387368908,3,3,21,0
CUST-1139,26,33.424451153756294,0,1,18,0
CUST-1140,7,42.42810400302707,3,2,7,0
CUST-1141,14,93.83665865109046,2,0,15,0
CUST-1142,7,58.526489756727486,1,2,21,0
CUST-1143,9,141.9810447246711,8,1,6,0
CUST-1144,48,126.4362298329266,0,0,16,0
CUST-1145,59,147.8637368467762,6,0,20,0
CUST-1146,39,53.757209063553816,3,0,24,0
CUST-1147,18,146.06407226373702,4,3,8,1
CUST-1148,59,76.06040307290252,9,2,28,0
CUST-1149,17,65.1774433907881,4,3,21,0
CUST-1150,14,26.54543850601592,0,0,16,0
CUST-1151,31,26.85948352174834,5,2,28,1
CUST-1152,24,109.9614632730651,8,2,22,1
CUST-1153,60,79.53076927642363,1,1,16,0
CUST-1154,45,49.44781138469374,6,3,3,0
CUST-1155,3,99.81613982228025,5,3,17,0
